label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
OK,-0.0,0.0,0.0,-0.23762769,-0.7034523,-0.37967476,-0.18665911,-1.5769478,-0.59086853,-0.05861169,-2.3628812,-0.74735206,0.096814334,-3.080256,-0.8926188,0.49887782,-1.1506256,-0.60973626,-0.43008733,-0.77333033,-0.8827845,-0.39934164,-0.85237163,-1.0810212,-0.19412218,-1.0111092,-1.2221267,0.71989626,-0.43922454,-0.5374301,-0.47473276,-0.11243569,-0.6590102,-0.33240214,-0.2747556,-0.6692489,-0.035501666,-0.42486367,-0.7384798,0.75242186,0.20148025,-0.48632726,-0.2745106,0.44769564,-0.58383596,-0.16138428,0.31656507,-0.39718384,0.12712209,0.20803112,-0.29379827,0.6886159,0.7889994,-0.49663204,0.051168304,0.8790507,-0.6074756,0.1454162,0.82281554,-0.50814563,0.37923557,0.87589884,-0.41831318
OK,-0.0,0.0,0.0,-0.22139665,-0.69172525,-0.38782683,-0.19402272,-1.5169072,-0.61440855,-0.06483861,-2.273259,-0.7826532,0.089999214,-2.9741564,-0.94163316,0.4811616,-1.1161325,-0.66324663,-0.43213037,-0.75664747,-0.93863535,-0.38579866,-0.83339024,-1.1359859,-0.16949366,-0.97926843,-1.2818075,0.69379866,-0.4138155,-0.5894066,-0.46508074,-0.095716424,-0.72296524,-0.31391138,-0.25046468,-0.7405043,-0.010467477,-0.39739123,-0.81974924,0.7270473,0.20547406,-0.5323469,-0.27854365,0.44661692,-0.6359941,-0.15910912,0.30303094,-0.46749488,0.12847412,0.17328684,-0.38416338,0.6679046,0.7745984,-0.53600484,0.04176897,0.8661089,-0.6580102,0.14064124,0.78741294,-0.57643753,0.37391034,0.8049328,-0.50623333
OK,-0.0,0.0,0.0,-0.21689129,-0.68972987,-0.39072222,-0.18551467,-1.4940073,-0.61920166,-0.055710774,-2.2341905,-0.78839785,0.10417782,-2.9325023,-0.94944036,0.4643321,-1.1332248,-0.6586005,-0.44242635,-0.78108996,-0.93789077,-0.3832239,-0.8413995,-1.144273,-0.16561396,-0.9627821,-1.2972633,0.67478514,-0.449924,-0.58500725,-0.45429754,-0.14546476,-0.72630954,-0.2972496,-0.28182223,-0.7572757,-0.0040606153,-0.40712035,-0.8450867,0.71728474,0.16072576,-0.5294011,-0.26845974,0.39291027,-0.639461,-0.14923821,0.2651768,-0.49027967,0.13150857,0.15281746,-0.4201787,0.66435415,0.7252261,-0.53395367,0.05122742,0.8098902,-0.660171,0.14972875,0.75018454,-0.59207207,0.37877327,0.782464,-0.53312856
OK,-0.0,0.0,0.0,-0.27988344,-0.70275915,-0.40845954,-0.26021716,-1.6104814,-0.62545097,-0.12869939,-2.4341385,-0.7845764,0.042502392,-3.1458826,-0.9297569,0.4262918,-1.1764454,-0.64213014,-0.5212594,-0.81169754,-0.9327671,-0.43943694,-0.88450515,-1.1378276,-0.19827816,-1.0387077,-1.2819906,0.6891348,-0.4581491,-0.5614202,-0.5739764,-0.085715845,-0.6932057,-0.35186666,-0.26191872,-0.7006915,0.0065245344,-0.41697866,-0.7665761,0.74394304,0.19691327,-0.50477916,-0.34568334,0.48346347,-0.61849916,-0.18935053,0.33762786,-0.4196513,0.12836885,0.21100463,-0.3002729,0.69393194,0.80182076,-0.51340765,-0.010458111,0.9210562,-0.644652,0.118500724,0.8499969,-0.5485163,0.38425964,0.87827235,-0.45332307
OK,-0.0,0.0,0.0,-0.20931415,-0.6901882,-0.37515476,-0.16983087,-1.5164886,-0.5818985,-0.047342904,-2.2681775,-0.7339227,0.09038069,-2.9692235,-0.87777156,0.46836302,-1.1719298,-0.60272944,-0.4375949,-0.83769363,-0.87072974,-0.38347116,-0.88194096,-1.0703031,-0.1756504,-1.0040873,-1.2179806,0.68513626,-0.49816713,-0.53142995,-0.45122746,-0.18931802,-0.66680545,-0.2981425,-0.30881077,-0.6949629,-0.008042488,-0.42957467,-0.77862513,0.7314927,0.115264125,-0.4807389,-0.2396955,0.35405996,-0.59652144,-0.11544162,0.26037568,-0.44849274,0.16577582,0.167229,-0.3735256,0.685789,0.6909811,-0.48794323,0.102768496,0.77384025,-0.62562376,0.21830165,0.7459534,-0.5640878,0.45748323,0.80336404,-0.5041807
OK,-0.0,0.0,0.0,-0.222934,-0.68526053,-0.3737262,-0.20021251,-1.5106399,-0.58592474,-0.076236956,-2.2650974,-0.742822,0.06778736,-2.9676034,-0.8917481,0.4581945,-1.1614134,-0.6225149,-0.4549976,-0.7989343,-0.8867333,-0.40429834,-0.8506861,-1.0777013,-0.1992805,-0.9881307,-1.2219943,0.68582004,-0.47150412,-0.55437785,-0.47427592,-0.14644064,-0.69140947,-0.3293419,-0.27295452,-0.7203745,-0.027936345,-0.40463886,-0.80927175,0.74204504,0.14699215,-0.5032571,-0.25791678,0.38995788,-0.61698794,-0.1408594,0.2878429,-0.46755984,0.14167023,0.18430062,-0.39818844,0.7043916,0.7208964,-0.50956106,0.085977174,0.81286603,-0.6443822,0.19539371,0.77126,-0.581421,0.43331012,0.81739163,-0.5249223
OK,-0.0,0.0,0.0,-0.24627024,-0.6882067,-0.417786,-0.23269373,-1.5068243,-0.6519627,-0.10674138,-2.2770255,-0.821385,0.05058748,-3.003554,-0.9808458,0.42801765,-1.1410556,-0.6955907,-0.51569784,-0.73381376,-0.9802752,-0.45056632,-0.81179297,-1.1819265,-0.22764921,-0.9595417,-1.3318083,0.66568834,-0.42960563,-0.6101624,-0.5189911,-0.06578162,-0.7551116,-0.36333698,-0.22887814,-0.7731165,-0.06165493,-0.37178177,-0.85590124,0.72697896,0.2020386,-0.5441619,-0.283552,0.48530346,-0.662078,-0.16026044,0.33429426,-0.49325845,0.12776946,0.20440139,-0.40923682,0.6896743,0.7765461,-0.5410155,0.070396006,0.88849384,-0.67619026,0.176755,0.8168316,-0.5980264,0.41310027,0.8451405,-0.529821
OK,-0.0,0.0,0.0,-0.27480692,-0.6858891,-0.42623946,-0.249107,-1.5543691,-0.65665936,-0.109209664,-2.34884,-0.82194066,0.0567444,-3.079779,-0.9710684,0.4530962,-1.146861,-0.65851074,-0.5041955,-0.78512937,-0.9546934,-0.42174533,-0.8678735,-1.1687229,-0.18619974,-1.0236368,-1.3178357,0.70928645,-0.4250755,-0.56233746,-0.53679293,-0.06675543,-0.6987143,-0.32194728,-0.24878684,-0.70664984,0.018410575,-0.41206512,-0.77102673,0.76602,0.22166808,-0.49013537,-0.28243428,0.49537045,-0.6072236,-0.12189332,0.3439218,-0.39985183,0.18080102,0.21711874,-0.2708102,0.723134,0.8166252,-0.4835918,0.09110818,0.9139421,-0.61729985,0.23871022,0.8326184,-0.51042676,0.5038211,0.85844654,-0.4029625
OK,-0.0,0.0,0.0,-0.25569242,-0.6927057,-0.4044385,-0.22516757,-1.5393096,-0.62824863,-0.08576493,-2.2978835,-0.79191977,0.07216495,-3.0112264,-0.9427742,0.47978443,-1.1573932,-0.6234,-0.45351306,-0.7937481,-0.9018823,-0.37147528,-0.858212,-1.1146678,-0.13411887,-1.0001147,-1.2705882,0.70674205,-0.4575503,-0.53959554,-0.48592752,-0.118505396,-0.6708138,-0.27875933,-0.27906007,-0.6972881,0.054734834,-0.4346169,-0.7792244,0.7501404,0.1686174,-0.47830087,-0.26346096,0.43389958,-0.5823514,-0.10778478,0.28564456,-0.4089094,0.19320226,0.15142965,-0.31340328,0.69965166,0.747596,-0.4806509,0.08339624,0.8389785,-0.5990554,0.22328734,0.7570882,-0.51029223,0.48056546,0.76769793,-0.42779008
OK,-0.0,0.0,0.0,-0.25664508,-0.6749068,-0.3842179,-0.231237,-1.5358151,-0.596535,-0.08417565,-2.329196,-0.75146157,0.08119882,-3.0448482,-0.8951963,0.45151234,-1.1708813,-0.59885395,-0.4451109,-0.82912505,-0.8588718,-0.37083474,-0.8760572,-1.0563929,-0.14773215,-1.0078505,-1.2009234,0.71119773,-0.47647023,-0.51688874,-0.47513583,-0.13566239,-0.625324,-0.26912522,-0.27245867,-0.6442802,0.05497826,-0.41136137,-0.7234792,0.77321094,0.15783675,-0.45434424,-0.23292623,0.41287348,-0.5447301,-0.07338845,0.30672312,-0.37036762,0.22096197,0.20835906,-0.2754145,0.7347574,0.7496714,-0.45190227,0.12376383,0.8345592,-0.56279004,0.26826903,0.77043027,-0.47257096,0.5241246,0.8098936,-0.38798532
OK,-0.0,0.0,0.0,-0.23355822,-0.7048429,-0.39018556,-0.20883845,-1.5525005,-0.6068044,-0.07557858,-2.3368852,-0.76418483,0.07641943,-3.05802,-0.9115466,0.44827583,-1.1856225,-0.6320667,-0.46085444,-0.8241598,-0.89331686,-0.38753036,-0.88099897,-1.0852755,-0.16840582,-1.0150598,-1.2293552,0.684872,-0.47556978,-0.55207217,-0.4788817,-0.15013486,-0.67454547,-0.29543945,-0.28562745,-0.6953598,0.016901933,-0.4193517,-0.779328,0.7402963,0.15755944,-0.4903425,-0.25302625,0.40647474,-0.58958685,-0.10602615,0.28426123,-0.42740223,0.18464996,0.17030926,-0.34686998,0.6999105,0.73695564,-0.4886391,0.09807922,0.82353705,-0.6098988,0.23861174,0.76555234,-0.53449166,0.49261394,0.8015068,-0.46698236
OK,-0.0,0.0,0.0,-0.22829434,-0.6995691,-0.38012466,-0.20485593,-1.5272276,-0.5905808,-0.07413537,-2.2907517,-0.74759173,0.071566485,-3.0200493,-0.89833146,0.46371633,-1.2090164,-0.5702892,-0.45610294,-0.85726345,-0.8303556,-0.4204506,-0.8531958,-1.0384184,-0.2069186,-0.9499909,-1.1975257,0.6893305,-0.5261084,-0.49802956,-0.44266662,-0.21239358,-0.62847555,-0.3182496,-0.29360825,-0.67756414,-0.031348582,-0.39786354,-0.7824346,0.7522358,0.09104313,-0.44731808,-0.20466602,0.33228952,-0.5621931,-0.09782993,0.25811842,-0.44000775,0.1815509,0.17248969,-0.38967904,0.72939324,0.6652668,-0.45285615,0.16345868,0.7494511,-0.5842491,0.2664874,0.7451106,-0.5284994,0.49745634,0.82212883,-0.47889626
OK,-0.0,0.0,0.0,-0.27885216,-0.66301805,-0.3897708,-0.27706677,-1.5453795,-0.5956288,-0.1455227,-2.3595555,-0.7445552,-0.00097071,-3.0911312,-0.8820045,0.36170065,-1.2265545,-0.6143634,-0.54380995,-0.82938045,-0.8764363,-0.4575309,-0.85803735,-1.0698308,-0.23310003,-0.99048036,-1.2151469,0.65447664,-0.5337002,-0.5355599,-0.5428504,-0.13251719,-0.6571032,-0.33782497,-0.248105,-0.68503684,-6.3069965e-05,-0.3901416,-0.7768117,0.74828833,0.10469744,-0.4768393,-0.25884566,0.41698498,-0.5859248,-0.09928216,0.3436811,-0.4315099,0.19524714,0.25278398,-0.35525227,0.7457651,0.7123043,-0.4777541,0.15504047,0.8452645,-0.61154014,0.31975588,0.83031106,-0.5463805,0.58801097,0.89552927,-0.48425406
OK,-0.0,0.0,0.0,-0.24627064,-0.7274819,-0.38404623,-0.22637317,-1.5750936,-0.5827094,-0.09815946,-2.339547,-0.7270694,0.03621352,-3.0607278,-0.8604841,0.40304738,-1.2222656,-0.59467983,-0.48049417,-0.84373045,-0.8752168,-0.41305166,-0.8781947,-1.0880953,-0.20539057,-0.99651206,-1.2413657,0.662234,-0.5419616,-0.5174203,-0.49728325,-0.16694583,-0.656901,-0.3234477,-0.2949344,-0.6921191,-0.023936607,-0.41391695,-0.7822407,0.73591495,0.08309018,-0.4641647,-0.2413643,0.38213232,-0.5916774,-0.114387155,0.27840063,-0.45369628,0.15034994,0.18452075,-0.38240296,0.71745086,0.66073644,-0.46833143,0.13965124,0.794218,-0.60749817,0.27339604,0.782882,-0.54727036,0.51539636,0.8551196,-0.4878139
OK,-0.0,0.0,0.0,-0.29141378,-0.6985581,-0.40743956,-0.27766818,-1.5808821,-0.6147859,-0.13519754,-2.3734105,-0.7611178,0.010016007,-3.1083987,-0.89201003,0.40176874,-1.1717471,-0.63106644,-0.5047878,-0.77372956,-0.91089374,-0.43348634,-0.84710944,-1.1114869,-0.22245468,-0.9975924,-1.2544684,0.69492185,-0.47224936,-0.54227686,-0.53448665,-0.05209548,-0.67310673,-0.3355197,-0.22592574,-0.6920355,-0.0063977973,-0.37716198,-0.77219325,0.7715773,0.17421098,-0.4764693,-0.26297662,0.49837384,-0.59385246,-0.12198612,0.37640774,-0.4180534,0.15732352,0.28505647,-0.31863186,0.7475426,0.76983863,-0.47262552,0.14318112,0.9341504,-0.6100619,0.29399702,0.8928209,-0.53094774,0.55691415,0.94746035,-0.45135447
OK,-0.0,0.0,0.0,-0.25325438,-0.6747262,-0.3960499,-0.2172198,-1.5268134,-0.5975085,-0.084153116,-2.2758694,-0.738777,0.0508779,-2.9826725,-0.8623237,0.4583825,-1.2051686,-0.55483675,-0.44125703,-0.85593665,-0.81937176,-0.3651788,-0.9038266,-1.0207428,-0.14691764,-1.0290151,-1.1646782,0.7101506,-0.5301886,-0.4632344,-0.4467949,-0.1594082,-0.5815357,-0.24170764,-0.31592888,-0.595411,0.06998999,-0.46554416,-0.65905523,0.7714107,0.10597454,-0.39929116,-0.18899149,0.40444744,-0.50723666,-0.036899406,0.2685566,-0.32208723,0.24044226,0.15032177,-0.20425384,0.7382038,0.7067398,-0.39691776,0.17975418,0.8335438,-0.5302111,0.33477607,0.767,-0.44394818,0.59674644,0.7845794,-0.34906006
OK,-0.0,0.0,0.0,-0.26716983,-0.65896994,-0.38631013,-0.22678502,-1.5079293,-0.58071464,-0.08347242,-2.2717044,-0.7157799,0.070127785,-2.954824,-0.8322612,0.44342145,-1.1481731,-0.5925712,-0.41966403,-0.76524407,-0.8425116,-0.3436202,-0.8330485,-1.0134959,-0.13705091,-0.9663001,-1.136169,0.71128404,-0.4898164,-0.50413775,-0.4424305,-0.102198265,-0.6157297,-0.25468218,-0.25843152,-0.6175534,0.053274207,-0.4059347,-0.6795885,0.7764607,0.11827467,-0.43787056,-0.17321368,0.42647,-0.55069304,-0.034373865,0.30549067,-0.37738216,0.23499583,0.20776309,-0.27369705,0.7451594,0.68805516,-0.42894086,0.21728215,0.8205621,-0.57080775,0.38212898,0.78685707,-0.49826035,0.6522792,0.8410983,-0.41990378
OK,-0.0,0.0,0.0,-0.30754808,-0.6085804,-0.41503045,-0.24369074,-1.4823301,-0.61553323,-0.10437519,-2.2393174,-0.7518182,0.025998026,-2.9159966,-0.85875016,0.42125943,-1.1126828,-0.57841283,-0.3831095,-0.8128785,-0.8692553,-0.33561447,-0.8743998,-1.0672028,-0.15161173,-1.0045149,-1.1907562,0.74066174,-0.48047104,-0.46964636,-0.4320202,-0.07934213,-0.59044176,-0.22299264,-0.27628824,-0.5626058,0.078806475,-0.42604592,-0.5759289,0.8224984,0.13549031,-0.39461145,-0.15896928,0.4595039,-0.5079606,0.0059889886,0.33112466,-0.2532725,0.269656,0.25228626,-0.06280557,0.8005555,0.72602767,-0.38481995,0.23557666,0.90292907,-0.5328064,0.39382413,0.8441043,-0.4146443,0.65351635,0.8781647,-0.26991028
OK,-0.0,0.0,0.0,-0.21256076,-0.65180486,-0.39393857,-0.14213869,-1.3923638,-0.5956194,-0.014111161,-2.0535,-0.73313665,0.11542339,-2.6893706,-0.84513515,0.5431464,-1.0274343,-0.59325963,-0.2874297,-0.6671993,-0.8522807,-0.2825072,-0.756994,-1.019103,-0.11926246,-0.91272765,-1.1342223,0.75695103,-0.42217284,-0.4987938,-0.32802415,-0.07542391,-0.6333149,-0.20647809,-0.25704923,-0.63591033,0.062578715,-0.41530222,-0.6853401,0.78434384,0.13453402,-0.42951813,-0.1389645,0.42566627,-0.55243605,-0.04623636,0.26637185,-0.3912566,0.20951706,0.13958608,-0.2910338,0.7219272,0.6533048,-0.4172633,0.18109986,0.8279248,-0.5622668,0.27968183,0.79320323,-0.50080174,0.5110155,0.835764,-0.4286064
OK,-0.0,0.0,0.0,-0.2162996,-0.6553388,-0.37197888,-0.1700873,-1.4399205,-0.5793754,-0.0524927,-2.1525774,-0.73185235,0.0930754,-2.8108828,-0.8684969,0.50212586,-1.1134315,-0.57494646,-0.34760544,-0.69855416,-0.8383029,-0.31238228,-0.7777658,-1.0293118,-0.13240187,-0.94191766,-1.165705,0.72691786,-0.47208416,-0.4987253,-0.36151966,-0.105242796,-0.6232295,-0.2118884,-0.2609328,-0.6393061,0.058456283,-0.4195192,-0.7054599,0.77006394,0.11314525,-0.44552583,-0.172034,0.41670153,-0.54352945,-0.049299996,0.2813479,-0.37876582,0.21914035,0.15619837,-0.28585798,0.7103212,0.66491574,-0.45109838,0.14257075,0.81627506,-0.5651013,0.258313,0.7612237,-0.48807988,0.49714997,0.78498244,-0.41350228
OK,-0.0,0.0,0.0,-0.29437396,-0.63854134,-0.42848435,-0.25154492,-1.4748747,-0.6452537,-0.12778105,-2.228751,-0.79483587,0.021235276,-2.9102607,-0.91903675,0.47546265,-1.078137,-0.60329396,-0.401316,-0.7524384,-0.89098704,-0.36567527,-0.82584715,-1.0961528,-0.17757614,-0.9727877,-1.2359434,0.7503863,-0.4367045,-0.49619517,-0.42409715,-0.08659928,-0.62576187,-0.25040662,-0.2598541,-0.62743366,0.055126652,-0.41934097,-0.6765346,0.8075269,0.16369154,-0.42006567,-0.16631533,0.45398086,-0.54356587,-0.018889608,0.32998878,-0.33166596,0.26692665,0.23412144,-0.18737406,0.7666722,0.73522335,-0.40827042,0.23235424,0.9089422,-0.57435614,0.39550093,0.8951404,-0.4890807,0.6720477,0.96307,-0.38147995
OK,-0.0,0.0,0.0,-0.27087125,-0.6523779,-0.40819928,-0.21768232,-1.456476,-0.6258906,-0.088991836,-2.178844,-0.78285366,0.082005285,-2.8246567,-0.91815376,0.506492,-1.0365728,-0.6018243,-0.33306217,-0.67471004,-0.8952834,-0.31020707,-0.7914042,-1.1087424,-0.13209581,-0.96681666,-1.2512864,0.7625065,-0.39941284,-0.50897276,-0.3682336,-0.05776049,-0.6381885,-0.21005389,-0.2679073,-0.644249,0.07367223,-0.43832347,-0.69509345,0.8019941,0.18440548,-0.44467428,-0.16318278,0.4642859,-0.55283695,-0.049017943,0.30127686,-0.35177514,0.20830631,0.1858416,-0.21945195,0.7357607,0.7331621,-0.44392148,0.17145255,0.88163835,-0.57078356,0.28735676,0.8205429,-0.47156626,0.515368,0.85368764,-0.36472437
OK,-0.0,0.0,0.0,-0.31639424,-0.6006875,-0.413123,-0.23362128,-1.4602478,-0.62162066,-0.111567356,-2.222641,-0.76611453,0.038306106,-2.8673708,-0.88093567,0.4576149,-1.068653,-0.5728904,-0.3452963,-0.7428698,-0.87470144,-0.31153983,-0.81363416,-1.0910572,-0.13325326,-0.96391803,-1.2261128,0.76455045,-0.44336492,-0.46785703,-0.3869376,-0.08387268,-0.5871414,-0.17653601,-0.2756244,-0.56642234,0.13486145,-0.42976275,-0.58212197,0.8193353,0.15008353,-0.39795083,-0.15333937,0.4425384,-0.5005554,0.007673728,0.31570798,-0.2411363,0.28068757,0.24099448,-0.048411593,0.76885015,0.722862,-0.39532563,0.21751644,0.88256574,-0.532515,0.36533505,0.8344081,-0.4066602,0.6238855,0.8808431,-0.2568052
OK,-0.0,0.0,0.0,-0.2852667,-0.5955195,-0.37475905,-0.21090384,-1.404009,-0.56297594,-0.102104925,-2.1018372,-0.6985086,0.029723413,-2.7086987,-0.8035965,0.441296,-1.0605885,-0.5581763,-0.31592044,-0.7261578,-0.85189515,-0.3118592,-0.79772294,-1.0410329,-0.16652466,-0.93811035,-1.1492757,0.73657495,-0.487163,-0.4691797,-0.40564564,-0.082303636,-0.58215964,-0.23016085,-0.29487315,-0.52588826,0.045839965,-0.44769764,-0.5077814,0.78622425,0.07734879,-0.41422534,-0.1882799,0.41879746,-0.51610243,-0.050495066,0.27440453,-0.24357669,0.1833479,0.19607528,-0.032710027,0.7308018,0.62978077,-0.42294058,0.17300387,0.81433886,-0.5644022,0.29843464,0.7626102,-0.43688944,0.5125221,0.8140566,-0.27915743
OK,-0.0,0.0,0.0,-0.27617103,-0.62740076,-0.39269727,-0.20190161,-1.4550912,-0.5800397,-0.07352691,-2.169151,-0.7093398,0.07028513,-2.8000112,-0.8100673,0.47462386,-1.0879314,-0.5471821,-0.31810808,-0.76996857,-0.8313646,-0.30116495,-0.8398404,-1.0256577,-0.14191319,-0.974163,-1.1470641,0.7533939,-0.47701558,-0.4526077,-0.35901776,-0.123920985,-0.5730504,-0.20267358,-0.31082764,-0.54955256,0.060303394,-0.4466001,-0.567915,0.80692893,0.11070085,-0.39237794,-0.11876163,0.40326694,-0.51182336,-0.003965441,0.28029424,-0.28323606,0.22271526,0.22064906,-0.113296755,0.7620022,0.67251056,-0.39358553,0.26939967,0.826696,-0.54450995,0.39584866,0.807583,-0.440413,0.61223114,0.89230335,-0.3115108
OK,-0.0,0.0,0.0,-0.26963958,-0.6757053,-0.40609166,-0.23653147,-1.4802204,-0.62049115,-0.11891039,-2.2036676,-0.77505106,0.030188048,-2.884301,-0.90750915,0.4798482,-1.1218519,-0.58180684,-0.40782693,-0.740382,-0.8611627,-0.35733134,-0.82078284,-1.0679075,-0.15620588,-0.96834487,-1.2121907,0.7291831,-0.4780543,-0.48964903,-0.43211806,-0.09563615,-0.6172538,-0.23918264,-0.2909955,-0.62764007,0.065314904,-0.46035317,-0.6849639,0.77891356,0.120217726,-0.42604142,-0.21296783,0.4402625,-0.5317496,-0.06735916,0.27571997,-0.33589432,0.21593681,0.1455332,-0.21004277,0.7258012,0.6871331,-0.42708874,0.13336089,0.8551237,-0.5598044,0.27145392,0.8031004,-0.47017196,0.5297196,0.8418222,-0.37136388
OK,-0.0,0.0,0.0,-0.24704167,-0.65892565,-0.3862024,-0.2022934,-1.4498655,-0.59056956,-0.07042529,-2.1681354,-0.73745483,0.079343766,-2.8415637,-0.8650631,0.5050777,-1.0809612,-0.55984294,-0.35920766,-0.71611226,-0.818593,-0.34614408,-0.79298437,-1.0093316,-0.16952126,-0.9371072,-1.1450925,0.75271964,-0.45540187,-0.47541794,-0.36071187,-0.09417988,-0.5950084,-0.22739454,-0.2760084,-0.6082639,0.021591542,-0.43757758,-0.67170227,0.8136596,0.120328635,-0.4165725,-0.12130011,0.42447808,-0.51482356,-0.02013298,0.27585447,-0.33514684,0.21949764,0.15554242,-0.22761972,0.76914257,0.66359115,-0.4177956,0.25023946,0.8029601,-0.53974134,0.36578417,0.7662104,-0.45198417,0.59183484,0.81989115,-0.36231574
OK,-0.0,0.0,0.0,-0.23838723,-0.65804124,-0.3768462,-0.19656697,-1.4520643,-0.5953521,-0.079513766,-2.1919067,-0.76067513,0.06872911,-2.8788917,-0.914512,0.50929034,-1.1110377,-0.5550407,-0.33602256,-0.7405436,-0.8280617,-0.2962341,-0.80532706,-1.0561303,-0.113609776,-0.94718635,-1.2221322,0.752097,-0.4499943,-0.48151347,-0.3449437,-0.11568718,-0.6043594,-0.17976771,-0.26219133,-0.6523224,0.0835279,-0.39629087,-0.7488034,0.8105623,0.15412939,-0.43203196,-0.13743387,0.42728397,-0.51689285,-0.010995452,0.3155532,-0.36594006,0.24287029,0.22443305,-0.2911493,0.76400185,0.7194821,-0.443352,0.20572355,0.8546418,-0.5441242,0.33319902,0.81632376,-0.46772498,0.5708596,0.86570287,-0.39874196
OK,-0.0,0.0,0.0,-0.25830325,-0.6497907,-0.3618818,-0.22369471,-1.4839648,-0.5622095,-0.10542471,-2.2338414,-0.7123266,0.044181183,-2.907102,-0.8477797,0.45248473,-1.220229,-0.48547217,-0.37177742,-0.87817705,-0.7344772,-0.28946823,-0.9169521,-0.9400977,-0.09008001,-1.0569545,-1.087654,0.71519864,-0.56764567,-0.4077612,-0.378448,-0.21600556,-0.5093561,-0.14926963,-0.33584014,-0.5396722,0.16186929,-0.48540086,-0.6123734,0.7915365,0.041911818,-0.35548103,-0.11845469,0.31692877,-0.44128314,0.07078139,0.21624336,-0.26761296,0.36923102,0.10076145,-0.15995859,0.7715028,0.62016547,-0.36104146,0.25061077,0.72937673,-0.47489157,0.4294566,0.6979973,-0.38302392,0.7085776,0.7302716,-0.28504604
OK,-0.0,0.0,0.0,-0.25182578,-0.61077476,-0.34998074,-0.19972529,-1.4383823,-0.5255798,-0.087614395,-2.1901119,-0.6514269,0.020366143,-2.8543818,-0.7597452,0.4315629,-1.1692924,-0.51970273,-0.36569896,-0.80305123,-0.76133937,-0.30384955,-0.8359248,-0.9291963,-0.1226837,-0.9563611,-1.0454804,0.70350593,-0.55420744,-0.44489726,-0.3925442,-0.1501574,-0.5505083,-0.19467762,-0.2931935,-0.5494494,0.096737735,-0.4182795,-0.59942144,0.7766226,0.035246387,-0.39407647,-0.13917166,0.34743136,-0.49702603,0.0013483673,0.25510854,-0.32145783,0.2533883,0.1849277,-0.20945431,0.76255625,0.59810776,-0.3977238,0.23159249,0.73002344,-0.5265666,0.37479532,0.70259476,-0.44756204,0.61926055,0.7562291,-0.3601898
OK,-0.0,0.0,0.0,-0.27839223,-0.6282891,-0.3761923,-0.27375543,-1.498871,-0.5770794,-0.16477077,-2.3235445,-0.72287714,-0.039150517,-3.035232,-0.85450774,0.39516634,-1.1741805,-0.60324234,-0.4778807,-0.7777868,-0.86315,-0.40191504,-0.8447672,-1.0460765,-0.19150671,-0.9937475,-1.1748003,0.69166136,-0.49498922,-0.52591854,-0.4958153,-0.05149159,-0.6324627,-0.26678103,-0.20451835,-0.6385582,0.06227001,-0.35463467,-0.70693684,0.77902627,0.14193955,-0.46803913,-0.20413005,0.49172366,-0.56293195,-0.036373157,0.3940487,-0.37645668,0.24915236,0.2989155,-0.26818258,0.76534843,0.7383252,-0.4689829,0.19927959,0.9042541,-0.58398825,0.3702184,0.87951523,-0.4881816,0.63940704,0.9413999,-0.3956054
OK,-0.0,0.0,0.0,-0.30663097,-0.5649479,-0.3864252,-0.27709073,-1.4690895,-0.57914585,-0.14427444,-2.2953033,-0.7158786,0.0036168434,-2.9595206,-0.8265312,0.36219338,-1.1304227,-0.6010759,-0.434507,-0.8329858,-0.89047825,-0.34033057,-0.8913677,-1.0708692,-0.12944646,-1.033856,-1.1788787,0.7011555,-0.49822265,-0.5100541,-0.5142487,-0.051183753,-0.6204325,-0.22587715,-0.23280574,-0.5774067,0.12909117,-0.3955589,-0.58408874,0.78396285,0.13470927,-0.44770747,-0.24234086,0.4697282,-0.56401336,-0.028134994,0.38840896,-0.31735542,0.27054927,0.32104474,-0.13379632,0.7516881,0.7426386,-0.4463667,0.11526233,0.89845365,-0.5840406,0.28985554,0.8661541,-0.46612638,0.5552818,0.9314523,-0.32765236
